order_id,customer_id,order_date,order_status,payment_method
670,881,01/04/2025,Canceled,PayPal
671,129,01/06/2025,Processing,PayPal
672,575,05/20/2023,Processing,PayPal
673,218,10/24/2023,Canceled,Credit Card
674,804,01/14/2025,Processing,PayPal
675,2,04/11/2024,Canceled,PayPal
676,118,05/24/2023,Canceled,Credit Card
677,860,05/24/2023,Canceled,Credit Card
678,416,05/18/2023,Canceled,Credit Card
679,374,03/03/2024,Canceled,Credit Card
680,946,04/19/2024,Canceled,Credit Card
681,774,08/08/2024,Completed,Credit Card
682,329,10/12/2023,Canceled,Credit Card
683,719,03/22/2023,Processing,Credit Card
684,482,07/15/2024,Canceled,Credit Card
685,659,03/24/2024,Processing,PayPal
686,424,10/30/2023,Completed,PayPal
687,347,05/01/2024,Processing,PayPal
688,930,06/29/2023,Completed,PayPal
689,993,05/01/2024,Canceled,PayPal
690,219,07/01/2024,Completed,Credit Card
691,603,10/30/2023,Canceled,PayPal
692,724,03/17/2025,Completed,Credit Card
693,60,09/26/2023,Completed,PayPal
694,530,12/16/2023,Canceled,PayPal
695,339,06/21/2024,Canceled,Credit Card
696,308,05/18/2023,Processing,Credit Card
697,463,11/12/2024,Processing,Credit Card
698,761,10/21/2024,Canceled,Credit Card
699,5,02/13/2024,Canceled,Credit Card
700,841,10/13/2023,Processing,PayPal
701,370,01/02/2025,Canceled,Credit Card
702,512,11/08/2024,Canceled,PayPal
703,304,12/16/2024,Processing,Credit Card
704,863,06/11/2023,Processing,PayPal
705,182,07/21/2023,Processing,PayPal
706,507,05/20/2023,Completed,PayPal
707,948,03/28/2024,Canceled,Credit Card
708,794,01/30/2025,Canceled,PayPal
709,127,09/30/2023,Completed,PayPal
710,969,05/29/2023,Canceled,Credit Card
711,259,08/19/2023,Completed,Credit Card
712,744,06/25/2023,Canceled,Credit Card
713,388,11/25/2023,Canceled,PayPal
714,141,06/30/2024,Completed,Credit Card
715,875,02/14/2024,Processing,PayPal
716,247,07/28/2023,Processing,Credit Card
717,861,05/12/2024,Processing,PayPal
718,695,04/26/2023,Completed,PayPal
719,260,07/25/2023,Processing,Credit Card
720,409,12/29/2024,Processing,PayPal
721,365,07/06/2024,Canceled,PayPal
722,520,12/11/2023,Processing,Credit Card
723,387,05/19/2023,Processing,Credit Card
724,717,01/28/2025,Processing,Credit Card
725,786,08/10/2024,Canceled,PayPal
726,319,08/06/2024,Processing,Credit Card
727,372,08/25/2023,Canceled,Credit Card
728,758,03/29/2024,Completed,PayPal
729,167,08/09/2024,Completed,PayPal
730,269,06/07/2024,Canceled,Credit Card
731,155,01/21/2025,Canceled,PayPal
732,224,12/20/2024,Processing,PayPal
733,44,02/13/2024,Completed,PayPal
734,282,10/18/2024,Completed,Credit Card
735,343,01/27/2025,Processing,PayPal
736,241,11/11/2023,Canceled,PayPal
737,268,11/14/2023,Canceled,Credit Card
738,123,04/14/2023,Canceled,Credit Card
739,50,11/12/2023,Canceled,Credit Card
740,110,06/18/2024,Canceled,Credit Card
741,862,02/03/2025,Completed,PayPal
742,37,11/12/2023,Canceled,Credit Card
743,315,05/04/2024,Canceled,Credit Card
744,121,06/08/2024,Processing,PayPal
745,860,12/25/2023,Completed,Credit Card
746,248,10/31/2024,Processing,PayPal
747,212,02/26/2024,Canceled,PayPal
748,568,11/30/2023,Canceled,Credit Card
749,291,07/26/2023,Processing,Credit Card
750,671,05/16/2024,Processing,PayPal
751,887,09/19/2024,Completed,Credit Card
752,783,11/17/2024,Processing,PayPal
753,145,03/27/2024,Completed,Credit Card
754,350,10/21/2024,Processing,Credit Card
755,297,12/20/2024,Canceled,PayPal
756,249,06/10/2023,Processing,Credit Card
757,40,01/27/2024,Processing,PayPal
758,971,10/01/2024,Canceled,PayPal
759,255,02/29/2024,Processing,PayPal
760,539,10/02/2023,Completed,Credit Card
761,543,09/26/2024,Completed,PayPal
762,206,07/03/2024,Processing,Credit Card
763,182,03/09/2025,Processing,Credit Card
764,249,09/29/2024,Processing,PayPal
765,695,11/30/2024,Canceled,Credit Card
766,652,12/07/2024,Processing,PayPal
767,541,04/07/2024,Completed,Credit Card
768,841,11/25/2023,Processing,PayPal
769,610,09/30/2024,Processing,PayPal
770,527,10/15/2024,Processing,Credit Card
771,33,09/10/2024,Canceled,PayPal
772,228,02/08/2024,Processing,PayPal
773,332,12/27/2023,Processing,PayPal
774,491,06/16/2024,Canceled,Credit Card
775,567,03/28/2024,Completed,Credit Card
776,717,11/01/2024,Processing,PayPal
777,586,06/16/2023,Canceled,Credit Card
778,731,06/10/2024,Completed,PayPal
779,700,07/02/2023,Completed,Credit Card
780,624,01/22/2024,Completed,PayPal
781,188,07/15/2024,Processing,Credit Card
782,684,01/15/2025,Canceled,Credit Card
783,756,01/27/2025,Processing,PayPal
784,629,09/08/2023,Completed,Credit Card
785,136,08/17/2024,Canceled,Credit Card
786,503,10/06/2023,Completed,PayPal
787,490,08/13/2024,Completed,Credit Card
788,6,07/21/2024,Completed,Credit Card
789,905,04/21/2023,Completed,PayPal
790,227,07/11/2023,Processing,PayPal
791,903,04/14/2023,Processing,Credit Card
792,467,02/29/2024,Canceled,Credit Card
793,530,03/20/2023,Processing,Credit Card
794,353,09/10/2024,Canceled,PayPal
795,153,12/08/2024,Canceled,Credit Card
796,819,08/13/2023,Processing,Credit Card
797,37,10/15/2023,Processing,PayPal
798,789,05/24/2023,Completed,PayPal
799,224,09/23/2024,Processing,PayPal
800,194,11/08/2023,Processing,Credit Card
801,958,09/14/2023,Completed,PayPal
802,116,05/01/2024,Processing,Credit Card
803,93,09/29/2023,Canceled,Credit Card
804,556,09/01/2024,Completed,Credit Card
805,68,03/22/2023,Processing,Credit Card
806,490,08/15/2024,Processing,PayPal
807,218,09/17/2024,Canceled,PayPal
808,991,12/08/2023,Completed,Credit Card
809,96,04/25/2024,Canceled,PayPal
810,196,01/22/2025,Canceled,Credit Card
811,82,08/16/2023,Completed,PayPal
812,459,09/04/2023,Completed,PayPal
813,730,11/04/2023,Processing,Credit Card
814,910,06/26/2023,Canceled,Credit Card
815,902,12/04/2023,Processing,PayPal
816,1,12/31/2024,Completed,PayPal
817,551,04/09/2023,Completed,PayPal
818,301,10/01/2024,Processing,PayPal
819,397,09/24/2023,Canceled,Credit Card
820,400,12/30/2024,Canceled,PayPal
821,90,11/21/2023,Canceled,PayPal
822,686,06/25/2023,Processing,Credit Card
823,895,03/26/2023,Completed,PayPal
824,453,09/09/2023,Processing,Credit Card
825,806,11/06/2023,Processing,Credit Card
826,908,12/20/2023,Canceled,Credit Card
827,989,01/17/2024,Processing,PayPal
828,314,10/03/2023,Canceled,Credit Card
829,634,02/20/2025,Canceled,PayPal
830,76,11/01/2023,Completed,PayPal
831,975,11/08/2024,Processing,PayPal
832,536,01/29/2025,Completed,PayPal
833,924,03/01/2024,Completed,PayPal
834,435,10/02/2023,Processing,Credit Card
835,639,02/16/2025,Completed,PayPal
836,974,06/28/2023,Processing,Credit Card
837,793,04/29/2023,Completed,Credit Card
838,323,02/21/2024,Completed,Credit Card
839,471,04/21/2023,Canceled,Credit Card
840,638,12/06/2024,Completed,PayPal
841,647,03/12/2025,Processing,Credit Card
842,129,07/23/2023,Completed,Credit Card
843,810,10/04/2023,Canceled,Credit Card
844,124,01/05/2025,Completed,PayPal
845,353,10/07/2024,Completed,Credit Card
846,542,03/15/2025,Canceled,PayPal
847,779,02/03/2025,Processing,PayPal
848,464,05/14/2023,Completed,PayPal
849,791,01/18/2024,Completed,Credit Card
850,747,01/15/2025,Processing,Credit Card
851,750,03/25/2023,Completed,Credit Card
852,550,05/23/2023,Processing,PayPal
853,409,09/02/2023,Completed,Credit Card
854,750,01/08/2024,Canceled,PayPal
855,430,08/15/2024,Processing,Credit Card
856,728,09/29/2023,Processing,PayPal
857,95,06/24/2024,Processing,PayPal
858,638,06/15/2024,Canceled,PayPal
859,177,03/21/2024,Completed,Credit Card
860,528,06/06/2023,Completed,Credit Card
861,155,06/07/2023,Canceled,PayPal
862,119,05/30/2024,Completed,PayPal
863,504,10/08/2023,Completed,PayPal
864,539,07/09/2023,Processing,Credit Card
865,124,10/28/2023,Processing,Credit Card
866,642,10/06/2023,Processing,PayPal
867,766,02/23/2025,Processing,PayPal
868,479,05/31/2023,Completed,PayPal
869,41,01/21/2025,Canceled,Credit Card
870,947,06/03/2023,Canceled,PayPal
871,988,12/02/2024,Completed,PayPal
872,429,03/15/2024,Canceled,Credit Card
873,378,09/19/2023,Completed,Credit Card
874,118,01/28/2025,Processing,PayPal
875,995,07/30/2024,Canceled,Credit Card
876,325,01/02/2024,Processing,PayPal
877,97,04/26/2023,Processing,PayPal
878,573,08/15/2024,Completed,PayPal
879,477,11/28/2023,Completed,Credit Card
880,534,12/11/2023,Canceled,PayPal
881,256,09/12/2024,Processing,PayPal
882,365,09/08/2023,Processing,PayPal
883,460,11/20/2024,Completed,PayPal
884,522,11/20/2024,Canceled,Credit Card
885,503,04/10/2023,Completed,Credit Card
886,13,03/07/2024,Completed,PayPal
887,873,11/03/2024,Canceled,Credit Card
888,686,01/13/2025,Completed,PayPal
889,747,12/06/2023,Canceled,PayPal
890,8,07/09/2024,Canceled,PayPal
891,648,12/22/2024,Canceled,PayPal
892,43,07/26/2023,Canceled,PayPal
893,664,12/22/2023,Canceled,Credit Card
894,71,01/04/2025,Canceled,Credit Card
895,609,02/26/2024,Completed,PayPal
896,376,12/28/2024,Processing,Credit Card
897,910,02/16/2024,Processing,PayPal
898,656,11/15/2023,Canceled,PayPal
899,605,07/03/2023,Canceled,PayPal
900,92,08/12/2024,Canceled,PayPal
901,406,11/11/2023,Processing,PayPal
902,601,01/20/2024,Canceled,Credit Card
903,704,08/04/2023,Completed,Credit Card
904,737,08/21/2023,Completed,Credit Card
905,496,08/28/2023,Completed,PayPal
906,629,10/11/2023,Processing,Credit Card
907,210,11/09/2024,Processing,PayPal
908,4,10/26/2023,Canceled,PayPal
909,684,02/15/2024,Completed,PayPal
910,257,12/20/2024,Completed,PayPal
911,313,02/18/2025,Completed,PayPal
912,29,05/21/2023,Processing,Credit Card
913,499,09/27/2024,Processing,PayPal
914,584,07/25/2024,Canceled,PayPal
915,307,08/10/2024,Processing,Credit Card
916,30,11/20/2024,Completed,Credit Card
917,896,03/07/2024,Completed,PayPal
918,693,01/04/2024,Canceled,Credit Card
919,867,08/22/2023,Processing,Credit Card
920,724,03/18/2025,Completed,PayPal
921,465,02/08/2025,Completed,PayPal
922,397,07/11/2024,Processing,PayPal
923,910,03/10/2025,Canceled,Credit Card
924,492,05/30/2024,Canceled,PayPal
925,298,11/22/2024,Completed,Credit Card
926,850,10/09/2024,Canceled,PayPal
927,424,10/23/2024,Canceled,Credit Card
928,565,07/21/2023,Completed,Credit Card
929,119,07/17/2023,Completed,PayPal
930,431,10/31/2023,Canceled,PayPal
931,769,09/11/2024,Processing,PayPal
932,630,10/14/2023,Canceled,Credit Card
933,816,02/05/2024,Canceled,PayPal
934,758,01/10/2025,Canceled,PayPal
935,685,01/09/2025,Canceled,Credit Card
936,65,03/17/2025,Processing,Credit Card
937,786,12/23/2023,Canceled,PayPal
938,25,05/26/2023,Processing,PayPal
939,960,10/06/2023,Processing,Credit Card
940,289,10/05/2024,Canceled,Credit Card
941,470,08/01/2023,Processing,PayPal
942,750,11/20/2024,Canceled,Credit Card
943,349,07/23/2024,Processing,Credit Card
944,526,02/29/2024,Processing,PayPal
945,868,09/27/2024,Canceled,Credit Card
946,197,10/13/2024,Completed,PayPal
947,416,11/10/2023,Completed,Credit Card
948,159,12/31/2023,Processing,Credit Card
949,471,11/28/2024,Canceled,PayPal
950,22,08/14/2023,Processing,PayPal
951,826,09/06/2024,Processing,Credit Card
952,318,04/20/2024,Completed,PayPal
953,537,02/10/2025,Processing,PayPal
954,909,03/12/2024,Completed,Credit Card
955,700,06/05/2024,Completed,PayPal
956,928,11/12/2023,Completed,PayPal
957,89,05/28/2024,Completed,Credit Card
958,974,10/19/2024,Completed,Credit Card
959,185,12/22/2023,Completed,PayPal
960,134,10/06/2024,Completed,Credit Card
961,477,02/12/2024,Canceled,Credit Card
962,849,11/17/2023,Canceled,Credit Card
963,402,05/30/2024,Processing,PayPal
964,286,04/29/2023,Processing,Credit Card
965,598,12/11/2024,Processing,Credit Card
966,178,08/01/2023,Processing,Credit Card
967,751,08/08/2024,Completed,Credit Card
968,141,10/02/2024,Canceled,PayPal
969,462,02/01/2024,Canceled,PayPal
970,947,07/23/2023,Completed,PayPal
971,506,05/24/2024,Completed,PayPal
972,150,10/13/2023,Completed,PayPal
973,93,08/23/2023,Canceled,PayPal
974,208,06/25/2024,Processing,Credit Card
975,294,11/17/2024,Canceled,Credit Card
976,397,04/14/2024,Processing,PayPal
977,640,08/24/2023,Processing,Credit Card
978,556,03/01/2024,Canceled,Credit Card
979,520,01/04/2025,Processing,PayPal
980,296,04/13/2023,Processing,PayPal
981,805,08/08/2024,Canceled,Credit Card
982,976,08/07/2023,Completed,Credit Card
983,388,04/08/2024,Completed,Credit Card
984,924,01/10/2025,Completed,PayPal
985,433,10/25/2023,Completed,PayPal
986,491,05/04/2024,Completed,PayPal
987,123,05/25/2024,Canceled,PayPal
988,505,08/14/2024,Completed,Credit Card
989,663,04/16/2024,Canceled,PayPal
990,657,05/06/2024,Processing,Credit Card
991,592,05/15/2023,Processing,Credit Card
992,395,11/30/2024,Processing,Credit Card
993,457,08/09/2024,Processing,Credit Card
994,464,03/28/2024,Processing,PayPal
995,603,09/27/2023,Processing,Credit Card
996,560,05/27/2024,Processing,PayPal
997,941,04/28/2024,Canceled,Credit Card
998,251,08/23/2024,Canceled,Credit Card
999,958,12/23/2024,Canceled,PayPal
1000,233,04/12/2023,Completed,Credit Card
