order_id,customer_id,order_date,order_status,payment_method
670,9,2024-11-01,Processing,PayPal
671,596,2024-10-23,Completed,Credit Card
672,583,2024-06-06,Processing,PayPal
673,457,2023-11-28,Processing,PayPal
674,77,2024-09-22,Processing,Credit Card
675,146,2023-04-25,Completed,PayPal
676,405,2024-01-18,Completed,Credit Card
677,468,2023-05-05,Canceled,PayPal
678,396,2024-12-29,Completed,PayPal
679,894,2024-03-07,Processing,PayPal
680,470,2024-04-06,Processing,Credit Card
681,26,2023-06-12,Canceled,Credit Card
682,477,2024-12-15,Processing,Credit Card
683,889,2024-07-20,Canceled,PayPal
684,276,2023-03-22,Canceled,PayPal
685,644,2023-09-11,Canceled,Credit Card
686,553,2023-08-16,Canceled,PayPal
687,167,2024-07-12,Canceled,PayPal
688,46,2023-12-27,Processing,PayPal
689,766,2024-08-07,Completed,Credit Card
690,671,2024-06-17,Completed,PayPal
691,253,2024-11-13,Canceled,PayPal
692,668,2024-09-27,Processing,PayPal
693,820,2024-01-04,Processing,PayPal
694,674,2023-06-13,Completed,Credit Card
695,517,2024-05-23,Processing,PayPal
696,562,2024-01-26,Processing,Credit Card
697,982,2024-05-01,Canceled,Credit Card
698,65,2023-11-25,Canceled,Credit Card
699,878,2023-05-02,Completed,Credit Card
700,104,2024-10-27,Completed,Credit Card
701,696,2023-05-01,Canceled,Credit Card
702,472,2024-11-01,Canceled,PayPal
703,5,2025-01-05,Completed,PayPal
704,536,2024-11-07,Processing,PayPal
705,721,2024-03-23,Processing,Credit Card
706,272,2024-05-19,Processing,Credit Card
707,28,2024-02-09,Canceled,PayPal
708,246,2024-07-11,Canceled,PayPal
709,608,2024-05-20,Processing,Credit Card
710,803,2023-06-13,Canceled,Credit Card
711,421,2025-02-09,Processing,PayPal
712,487,2023-08-26,Completed,Credit Card
713,767,2024-11-05,Completed,PayPal
714,92,2023-10-15,Processing,PayPal
715,763,2023-04-06,Completed,PayPal
716,396,2023-11-08,Processing,PayPal
717,430,2023-10-12,Canceled,PayPal
718,45,2024-07-05,Canceled,Credit Card
719,537,2024-04-22,Processing,Credit Card
720,432,2024-04-02,Processing,Credit Card
721,78,2023-04-28,Canceled,PayPal
722,955,2025-01-20,Processing,PayPal
723,482,2024-08-15,Completed,Credit Card
724,445,2024-01-16,Processing,Credit Card
725,254,2024-02-15,Processing,Credit Card
726,70,2023-06-19,Processing,PayPal
727,842,2023-08-05,Completed,Credit Card
728,180,2024-11-27,Canceled,Credit Card
729,595,2024-08-05,Processing,PayPal
730,691,2023-09-16,Processing,PayPal
731,232,2023-07-26,Completed,Credit Card
732,185,2023-08-14,Processing,PayPal
733,375,2024-05-10,Canceled,Credit Card
734,646,2023-12-07,Processing,PayPal
735,736,2024-08-08,Processing,PayPal
736,734,2024-02-05,Canceled,PayPal
737,676,2024-08-28,Canceled,Credit Card
738,970,2023-10-26,Completed,Credit Card
739,540,2023-09-12,Completed,PayPal
740,177,2023-06-16,Canceled,Credit Card
741,143,2023-07-20,Canceled,PayPal
742,64,2024-01-21,Processing,PayPal
743,321,2024-07-18,Canceled,Credit Card
744,23,2024-10-14,Completed,Credit Card
745,519,2025-01-20,Processing,PayPal
746,419,2023-07-31,Canceled,Credit Card
747,21,2023-06-25,Canceled,Credit Card
748,865,2023-12-07,Completed,PayPal
749,289,2025-02-03,Completed,PayPal
750,87,2025-01-16,Processing,Credit Card
751,129,2024-07-22,Canceled,Credit Card
752,624,2025-02-17,Canceled,Credit Card
753,250,2025-01-27,Canceled,Credit Card
754,17,2023-05-14,Completed,Credit Card
755,9,2024-11-22,Canceled,Credit Card
756,91,2025-01-07,Completed,PayPal
757,445,2023-10-08,Processing,Credit Card
758,264,2024-01-19,Completed,PayPal
759,566,2023-05-05,Processing,Credit Card
760,957,2023-04-05,Canceled,Credit Card
761,182,2024-11-18,Canceled,Credit Card
762,767,2023-09-24,Processing,Credit Card
763,305,2024-03-13,Processing,PayPal
764,994,2023-09-06,Completed,PayPal
765,827,2025-02-12,Completed,PayPal
766,843,2023-07-16,Canceled,Credit Card
767,527,2024-01-29,Canceled,Credit Card
768,183,2024-03-06,Canceled,PayPal
769,114,2024-09-19,Completed,PayPal
770,383,2023-11-06,Canceled,PayPal
771,174,2024-07-20,Processing,PayPal
772,560,2023-12-18,Completed,Credit Card
773,553,2023-06-06,Processing,Credit Card
774,591,2023-06-03,Canceled,PayPal
775,140,2024-05-08,Canceled,PayPal
776,137,2024-10-03,Completed,PayPal
777,123,2024-05-05,Completed,PayPal
778,840,2024-08-16,Processing,Credit Card
779,946,2024-04-21,Processing,PayPal
780,656,2024-11-30,Canceled,PayPal
781,287,2024-10-28,Processing,Credit Card
782,648,2024-04-01,Canceled,PayPal
783,228,2024-10-28,Completed,PayPal
784,339,2024-12-04,Completed,Credit Card
785,270,2023-12-07,Processing,Credit Card
786,444,2024-02-03,Completed,Credit Card
787,323,2023-10-07,Completed,Credit Card
788,787,2025-01-11,Completed,PayPal
789,189,2025-01-25,Processing,PayPal
790,463,2024-11-13,Processing,PayPal
791,133,2023-09-05,Processing,PayPal
792,663,2024-02-25,Canceled,PayPal
793,201,2025-02-13,Completed,Credit Card
794,387,2024-07-13,Canceled,Credit Card
795,302,2023-10-16,Processing,PayPal
796,219,2024-06-06,Canceled,Credit Card
797,273,2023-06-03,Canceled,PayPal
798,958,2023-11-02,Completed,PayPal
799,368,2024-11-19,Completed,PayPal
800,518,2023-12-18,Completed,PayPal
801,340,2025-01-13,Processing,Credit Card
802,124,2023-07-01,Processing,Credit Card
803,891,2025-03-16,Processing,Credit Card
804,401,2024-02-20,Completed,Credit Card
805,331,2024-12-04,Processing,PayPal
806,820,2024-03-01,Completed,Credit Card
807,917,2023-05-04,Processing,Credit Card
808,992,2023-05-17,Canceled,PayPal
809,786,2024-12-21,Completed,PayPal
810,252,2024-04-29,Processing,Credit Card
811,893,2025-02-11,Canceled,Credit Card
812,886,2024-05-24,Completed,PayPal
813,885,2024-04-29,Completed,PayPal
814,372,2023-06-15,Processing,Credit Card
815,806,2025-01-14,Canceled,Credit Card
816,490,2023-11-08,Completed,Credit Card
817,66,2024-03-21,Processing,PayPal
818,865,2024-05-21,Processing,PayPal
819,523,2024-06-18,Completed,Credit Card
820,543,2024-11-09,Canceled,Credit Card
821,258,2023-07-01,Processing,Credit Card
822,435,2024-09-25,Processing,Credit Card
823,261,2024-11-28,Completed,PayPal
824,173,2024-05-31,Completed,Credit Card
825,608,2024-12-17,Completed,PayPal
826,258,2024-02-26,Processing,PayPal
827,553,2024-12-12,Processing,PayPal
828,20,2023-03-20,Canceled,Credit Card
829,466,2024-02-08,Processing,PayPal
830,198,2025-01-09,Canceled,Credit Card
831,451,2023-08-13,Canceled,Credit Card
832,37,2024-06-09,Completed,PayPal
833,501,2024-03-26,Processing,PayPal
834,944,2024-11-03,Processing,PayPal
835,225,2024-04-30,Canceled,PayPal
836,624,2023-11-01,Processing,PayPal
837,422,2024-07-01,Processing,Credit Card
838,990,2023-10-01,Processing,Credit Card
839,236,2023-05-28,Canceled,Credit Card
840,937,2024-08-06,Processing,PayPal
841,866,2023-12-19,Processing,Credit Card
842,927,2024-05-24,Canceled,Credit Card
843,223,2025-02-23,Completed,Credit Card
844,919,2024-07-27,Processing,Credit Card
845,344,2024-03-04,Completed,PayPal
846,630,2023-09-25,Canceled,PayPal
847,250,2023-07-04,Processing,PayPal
848,252,2024-07-08,Completed,Credit Card
849,589,2023-10-05,Canceled,PayPal
850,973,2024-08-22,Completed,Credit Card
851,137,2024-12-01,Completed,Credit Card
852,193,2024-03-13,Processing,PayPal
853,274,2024-11-20,Canceled,Credit Card
854,466,2024-11-26,Completed,Credit Card
855,97,2023-12-25,Completed,Credit Card
856,613,2023-10-18,Processing,Credit Card
857,368,2023-04-26,Completed,PayPal
858,451,2023-09-24,Canceled,Credit Card
859,647,2024-04-15,Canceled,PayPal
860,424,2024-01-03,Completed,PayPal
861,844,2023-10-23,Processing,PayPal
862,859,2024-05-27,Completed,PayPal
863,283,2023-08-09,Completed,PayPal
864,747,2024-03-13,Canceled,PayPal
865,683,2024-05-15,Canceled,Credit Card
866,925,2023-12-08,Completed,PayPal
867,787,2023-12-20,Processing,Credit Card
868,51,2023-06-11,Completed,Credit Card
869,556,2024-09-03,Completed,Credit Card
870,404,2023-10-13,Completed,PayPal
871,956,2023-08-09,Completed,PayPal
872,979,2023-07-11,Processing,PayPal
873,20,2024-04-30,Processing,Credit Card
874,610,2024-02-26,Processing,PayPal
875,544,2023-10-29,Canceled,Credit Card
876,590,2024-07-17,Processing,Credit Card
877,622,2025-03-13,Canceled,PayPal
878,354,2023-06-18,Canceled,PayPal
879,466,2025-01-18,Canceled,PayPal
880,775,2024-10-17,Completed,PayPal
881,170,2023-06-25,Canceled,Credit Card
882,779,2024-01-05,Completed,Credit Card
883,362,2023-12-16,Processing,PayPal
884,10,2024-08-09,Processing,PayPal
885,299,2023-04-24,Processing,PayPal
886,220,2023-04-16,Processing,PayPal
887,432,2024-05-15,Completed,Credit Card
888,903,2024-10-31,Canceled,Credit Card
889,351,2023-04-07,Canceled,PayPal
890,433,2024-11-01,Completed,Credit Card
891,906,2024-12-06,Completed,Credit Card
892,472,2024-07-19,Completed,PayPal
893,381,2024-08-05,Canceled,Credit Card
894,49,2024-04-18,Canceled,Credit Card
895,815,2024-04-25,Completed,PayPal
896,569,2024-12-28,Completed,PayPal
897,14,2023-12-02,Completed,Credit Card
898,919,2024-10-19,Completed,Credit Card
899,319,2025-01-24,Completed,PayPal
900,654,2023-07-15,Processing,PayPal
901,541,2023-04-06,Completed,Credit Card
902,243,2024-10-15,Canceled,Credit Card
903,869,2024-12-16,Canceled,Credit Card
904,1,2024-09-01,Canceled,PayPal
905,717,2024-05-15,Processing,Credit Card
906,407,2025-01-28,Completed,PayPal
907,330,2024-04-15,Processing,PayPal
908,757,2024-03-31,Canceled,Credit Card
909,953,2024-05-11,Completed,PayPal
910,862,2023-08-04,Completed,Credit Card
911,742,2023-10-30,Canceled,Credit Card
912,801,2023-04-13,Completed,Credit Card
913,605,2024-10-20,Completed,Credit Card
914,803,2024-10-24,Canceled,PayPal
915,193,2023-09-04,Processing,Credit Card
916,211,2024-08-18,Completed,Credit Card
917,857,2024-07-25,Completed,Credit Card
918,995,2025-02-23,Processing,PayPal
919,581,2024-09-16,Processing,Credit Card
920,89,2023-04-02,Canceled,PayPal
921,31,2023-04-02,Processing,Credit Card
922,285,2024-05-19,Processing,PayPal
923,944,2024-12-23,Processing,PayPal
924,173,2025-03-16,Completed,Credit Card
925,208,2025-02-08,Completed,PayPal
926,517,2023-04-17,Processing,PayPal
927,632,2023-12-24,Processing,Credit Card
928,567,2024-06-03,Processing,Credit Card
929,892,2024-04-24,Completed,Credit Card
930,832,2024-10-11,Processing,PayPal
931,39,2024-12-15,Processing,Credit Card
932,973,2025-01-08,Completed,Credit Card
933,492,2023-12-12,Processing,Credit Card
934,989,2025-01-07,Completed,PayPal
935,217,2024-04-30,Processing,Credit Card
936,876,2024-11-23,Completed,PayPal
937,76,2023-05-31,Processing,Credit Card
938,167,2023-07-24,Processing,Credit Card
939,672,2024-02-25,Completed,Credit Card
940,142,2023-07-03,Canceled,PayPal
941,235,2024-10-18,Completed,Credit Card
942,464,2024-07-09,Completed,PayPal
943,586,2023-12-03,Processing,PayPal
944,82,2023-04-01,Completed,PayPal
945,800,2024-08-07,Canceled,PayPal
946,785,2025-01-11,Completed,PayPal
947,4,2023-08-30,Completed,PayPal
948,731,2024-11-12,Completed,Credit Card
949,116,2024-03-09,Processing,PayPal
950,375,2024-05-11,Completed,PayPal
951,447,2023-09-16,Processing,Credit Card
952,575,2024-10-03,Processing,PayPal
953,554,2023-10-15,Processing,Credit Card
954,153,2025-02-11,Completed,PayPal
955,313,2023-07-01,Processing,Credit Card
956,620,2023-09-19,Processing,Credit Card
957,859,2023-12-05,Processing,PayPal
958,148,2024-05-28,Canceled,PayPal
959,271,2024-05-15,Processing,PayPal
960,186,2024-12-21,Processing,Credit Card
961,152,2023-04-05,Completed,Credit Card
962,90,2024-12-07,Processing,PayPal
963,729,2023-11-20,Processing,Credit Card
964,366,2023-04-12,Processing,PayPal
965,637,2023-05-25,Canceled,PayPal
966,845,2023-07-24,Completed,PayPal
967,26,2023-10-22,Completed,PayPal
968,203,2023-07-17,Processing,Credit Card
969,654,2025-03-06,Completed,Credit Card
970,125,2024-05-07,Processing,Credit Card
971,778,2024-05-20,Completed,PayPal
972,302,2024-02-27,Completed,PayPal
973,316,2023-10-25,Completed,Credit Card
974,106,2023-11-19,Canceled,PayPal
975,536,2024-02-29,Processing,Credit Card
976,767,2024-07-28,Completed,PayPal
977,477,2023-05-07,Processing,Credit Card
978,340,2024-01-18,Processing,PayPal
979,937,2023-04-26,Completed,PayPal
980,645,2023-07-10,Completed,Credit Card
981,842,2024-09-21,Completed,PayPal
982,835,2023-08-08,Processing,Credit Card
983,395,2024-02-09,Canceled,PayPal
984,88,2024-03-14,Canceled,PayPal
985,123,2024-12-06,Canceled,PayPal
986,733,2024-06-24,Canceled,Credit Card
987,11,2025-01-21,Processing,PayPal
988,502,2025-02-13,Processing,PayPal
989,401,2024-12-15,Canceled,Credit Card
990,915,2024-07-18,Canceled,PayPal
991,692,2024-02-26,Canceled,Credit Card
992,742,2023-09-07,Completed,Credit Card
993,935,2024-01-11,Completed,Credit Card
994,564,2023-10-17,Completed,Credit Card
995,462,2023-07-19,Canceled,Credit Card
996,677,2025-02-01,Completed,PayPal
997,736,2024-10-10,Processing,Credit Card
998,333,2024-08-12,Processing,Credit Card
999,170,2023-08-11,Processing,Credit Card
1000,627,2024-10-05,Completed,PayPal
