order_id,customer_id,order_date,total_price,order_status,payment_method,transaction_id
519,354,2024-09-04,184.86,Processing,PayPal,966
520,143,2023-05-07,166.73,Canceled,PayPal,232
521,476,2024-12-11,129.95,Processing,Credit Card,600
522,857,2024-01-01,182.66,Canceled,PayPal,166
523,418,2024-02-09,35.45,Completed,PayPal,331
524,41,2024-01-18,190.62,Canceled,Credit Card,640
525,504,2025-01-30,79.13,Completed,Credit Card,861
526,442,2024-09-22,95.54,Processing,Credit Card,899
527,252,2023-04-04,52.64,Canceled,Credit Card,721
528,902,2023-05-27,21.22,Canceled,Credit Card,434
529,118,2024-04-24,126.14,Processing,PayPal,408
530,652,2025-01-10,194.67,Completed,Credit Card,848
531,77,2024-01-27,192.99,Canceled,Credit Card,574
532,568,2023-09-18,119.62,Processing,Credit Card,426
533,879,2023-06-13,198.72,Canceled,PayPal,255
534,570,2025-03-19,134.03,Processing,Credit Card,268
535,270,2024-02-21,41.76,Canceled,Credit Card,995
536,527,2024-11-22,106.38,Canceled,PayPal,824
537,217,2024-12-22,117.48,Canceled,Credit Card,346
538,254,2025-01-12,150.23,Completed,PayPal,723
539,644,2024-10-19,82.17,Canceled,PayPal,234
540,542,2023-12-23,59.17,Processing,PayPal,71
541,451,2023-10-04,106.19,Processing,Credit Card,29
542,445,2023-05-17,151.08,Processing,Credit Card,498
543,240,2024-09-01,13.21,Canceled,Credit Card,429
544,968,2024-11-28,166.91,Processing,PayPal,401
545,707,2023-03-21,105.24,Processing,PayPal,466
546,330,2023-10-12,164.9,Processing,PayPal,361
547,516,2023-05-21,186.51,Canceled,PayPal,588
548,638,2024-02-27,146.32,Canceled,Credit Card,355
549,268,2024-05-12,194.94,Processing,Credit Card,764
550,351,2023-07-25,53.57,Completed,PayPal,37
551,932,2023-05-01,146.41,Completed,Credit Card,388
552,481,2023-07-19,74.72,Completed,PayPal,45
553,629,2023-11-20,21.37,Canceled,PayPal,864
554,986,2024-05-01,75.44,Completed,Credit Card,998
555,417,2024-12-19,120.78,Completed,Credit Card,322
556,920,2024-03-13,198.87,Canceled,PayPal,968
557,782,2024-12-27,120.13,Canceled,Credit Card,138
558,383,2023-07-30,116.83,Completed,Credit Card,638
559,391,2024-11-07,58.02,Canceled,Credit Card,215
560,667,2024-08-20,105.89,Processing,Credit Card,231
561,650,2024-11-07,196.86,Canceled,PayPal,821
562,988,2024-10-12,16.4,Canceled,PayPal,758
563,144,2024-09-06,101.64,Canceled,PayPal,693
564,621,2024-01-05,154.7,Completed,PayPal,133
565,835,2023-04-12,80.59,Completed,PayPal,488
566,980,2024-07-18,60.58,Processing,PayPal,834
567,363,2024-12-22,139.71,Canceled,PayPal,180
568,128,2024-10-14,59.48,Completed,Credit Card,614
569,535,2023-11-12,91.09,Canceled,Credit Card,17
570,323,2023-07-09,197.26,Completed,PayPal,800
571,958,2023-08-21,8.32,Processing,PayPal,910
572,232,2024-09-13,160.94,Canceled,Credit Card,735
573,40,2024-01-07,102.68,Processing,Credit Card,34
574,830,2024-01-12,157.12,Canceled,PayPal,89
575,932,2023-05-28,184.25,Processing,PayPal,525
576,602,2024-01-01,61.51,Processing,PayPal,501
577,663,2023-12-07,184.92,Canceled,PayPal,374
578,616,2024-09-18,190.97,Processing,PayPal,215
579,464,2023-08-16,70.67,Processing,Credit Card,548
580,538,2023-09-24,34.65,Processing,PayPal,955
581,84,2023-04-23,1.34,Processing,Credit Card,6
582,178,2024-01-27,140.63,Completed,PayPal,353
583,96,2024-08-24,21.56,Processing,PayPal,662
584,720,2023-07-01,91.96,Canceled,Credit Card,261
585,250,2024-12-30,159.96,Canceled,Credit Card,52
586,574,2024-03-20,90.56,Canceled,Credit Card,499
587,610,2023-08-29,41.71,Canceled,PayPal,618
588,828,2024-12-16,198.65,Completed,PayPal,955
589,176,2023-08-30,186.51,Canceled,PayPal,554
590,340,2023-07-02,35.44,Processing,Credit Card,569
591,68,2023-06-18,84.89,Canceled,Credit Card,758
592,603,2023-08-04,195.54,Processing,PayPal,963
593,44,2024-02-08,114.63,Processing,Credit Card,52
594,716,2024-07-29,158.15,Completed,Credit Card,331
595,187,2024-05-13,107.35,Completed,PayPal,613
596,832,2023-08-12,44.42,Processing,PayPal,7
597,748,2024-03-13,19.91,Canceled,PayPal,668
598,795,2024-10-25,45.55,Canceled,Credit Card,872
599,247,2023-09-04,13.62,Canceled,Credit Card,860
600,647,2024-07-14,124.59,Processing,Credit Card,358
601,21,2024-11-21,11.87,Processing,Credit Card,613
602,377,2023-05-26,2.02,Processing,Credit Card,9
603,802,2024-06-13,183.31,Processing,PayPal,425
604,223,2023-05-12,188.18,Completed,PayPal,741
605,226,2023-05-24,8.62,Canceled,Credit Card,28
606,806,2024-11-15,123.29,Processing,PayPal,608
607,185,2023-05-24,45.63,Canceled,Credit Card,975
608,555,2024-12-31,103.26,Processing,PayPal,473
609,623,2024-10-28,177.52,Canceled,Credit Card,148
610,564,2024-02-06,39.0,Processing,PayPal,156
611,555,2024-09-06,42.72,Processing,PayPal,510
612,559,2024-06-02,102.84,Canceled,Credit Card,419
613,414,2024-11-11,199.98,Completed,PayPal,240
614,380,2024-02-08,138.6,Completed,PayPal,224
615,827,2024-11-25,39.6,Processing,PayPal,39
616,113,2024-02-08,119.06,Canceled,Credit Card,870
617,264,2025-02-21,172.56,Processing,PayPal,832
618,394,2024-04-17,154.29,Completed,PayPal,483
619,282,2024-10-22,50.91,Canceled,Credit Card,317
620,273,2024-06-03,74.89,Canceled,PayPal,8
621,699,2024-01-06,154.24,Canceled,Credit Card,684
622,747,2023-08-26,166.25,Completed,PayPal,444
623,590,2024-02-24,95.0,Completed,Credit Card,434
624,548,2024-03-04,150.21,Canceled,PayPal,506
625,230,2024-01-21,103.94,Canceled,PayPal,11
626,477,2023-12-27,192.84,Canceled,Credit Card,357
627,739,2024-01-03,63.31,Processing,Credit Card,557
628,470,2023-05-31,110.29,Completed,Credit Card,676
629,389,2024-07-11,52.76,Canceled,Credit Card,908
630,222,2024-02-26,107.54,Processing,PayPal,451
631,321,2023-12-16,51.18,Canceled,Credit Card,867
632,801,2025-01-13,4.31,Completed,PayPal,407
633,573,2023-10-15,179.3,Processing,PayPal,817
634,13,2023-06-18,120.99,Completed,PayPal,450
635,720,2024-07-03,189.51,Processing,Credit Card,29
636,439,2025-02-19,5.12,Processing,PayPal,500
637,968,2024-05-10,153.84,Completed,Credit Card,70
638,630,2025-03-08,16.87,Completed,PayPal,827
639,10,2023-11-20,47.69,Processing,Credit Card,825
640,776,2023-07-11,120.49,Completed,PayPal,73
641,590,2024-07-05,20.92,Completed,PayPal,270
642,372,2023-09-02,188.42,Processing,Credit Card,559
643,484,2023-10-18,159.61,Canceled,PayPal,782
644,151,2024-07-30,16.17,Completed,PayPal,483
645,695,2023-03-27,10.11,Completed,Credit Card,272
646,810,2023-11-16,23.64,Completed,Credit Card,384
647,315,2023-04-23,59.99,Canceled,PayPal,666
648,434,2023-04-08,108.85,Processing,Credit Card,913
649,674,2025-02-22,164.77,Canceled,Credit Card,781
650,322,2024-09-11,133.97,Completed,PayPal,47
651,605,2023-06-01,6.03,Completed,PayPal,687
652,560,2023-09-15,44.23,Completed,PayPal,898
653,19,2023-08-05,176.26,Canceled,PayPal,264
654,292,2024-03-09,177.25,Completed,PayPal,906
655,329,2024-08-31,104.0,Processing,PayPal,632
656,420,2024-08-29,177.44,Canceled,Credit Card,83
657,7,2024-07-25,99.96,Completed,Credit Card,597
658,994,2023-04-05,82.23,Completed,Credit Card,601
659,962,2024-04-22,192.19,Canceled,Credit Card,889
660,731,2024-06-12,189.26,Canceled,PayPal,844
661,525,2024-06-20,63.0,Completed,Credit Card,510
662,158,2023-06-21,119.15,Completed,PayPal,929
663,943,2023-05-25,185.46,Canceled,Credit Card,441
664,115,2025-02-17,76.83,Processing,Credit Card,730
665,652,2023-11-27,135.64,Processing,PayPal,703
666,275,2024-10-09,25.37,Completed,Credit Card,498
667,303,2023-09-01,71.27,Canceled,PayPal,909
668,400,2023-04-14,49.87,Processing,PayPal,480
669,921,2023-08-11,186.83,Completed,PayPal,684
670,838,2023-04-14,112.85,Processing,Credit Card,749
671,866,2024-11-04,96.18,Processing,Credit Card,317
672,80,2024-08-26,199.81,Canceled,Credit Card,190
673,67,2024-07-01,137.0,Processing,PayPal,284
674,152,2024-08-28,113.21,Completed,Credit Card,286
675,53,2024-11-23,139.29,Completed,PayPal,472
676,275,2023-09-02,105.9,Completed,PayPal,127
677,557,2024-02-03,124.25,Completed,Credit Card,945
678,151,2023-07-09,49.83,Canceled,Credit Card,747
679,831,2023-08-21,69.35,Canceled,PayPal,661
680,490,2023-07-16,114.14,Canceled,PayPal,421
681,984,2023-05-24,30.69,Processing,Credit Card,762
682,203,2024-06-26,110.63,Canceled,Credit Card,39
683,831,2024-10-09,39.46,Processing,PayPal,181
684,268,2023-12-23,181.13,Completed,Credit Card,911
685,356,2023-06-16,136.77,Canceled,Credit Card,558
686,346,2023-12-22,122.87,Completed,Credit Card,24
687,900,2024-01-20,165.25,Canceled,PayPal,942
688,648,2023-07-12,18.45,Completed,PayPal,824
689,574,2024-11-17,63.36,Processing,Credit Card,967
690,611,2024-01-09,54.58,Completed,PayPal,273
691,993,2024-10-29,4.24,Processing,Credit Card,898
692,988,2023-08-19,39.31,Completed,Credit Card,285
693,263,2023-09-27,187.02,Processing,PayPal,11
694,648,2024-08-05,117.7,Completed,PayPal,827
695,677,2023-05-28,120.74,Completed,Credit Card,874
696,35,2023-07-14,109.96,Completed,PayPal,798
697,804,2023-10-01,134.43,Processing,Credit Card,422
698,655,2023-10-22,84.06,Completed,Credit Card,815
699,781,2023-11-11,131.24,Canceled,PayPal,752
700,96,2023-09-15,27.26,Completed,Credit Card,188
701,394,2023-04-27,63.96,Completed,PayPal,602
702,837,2025-01-08,181.04,Completed,PayPal,207
703,192,2024-07-14,35.86,Processing,PayPal,882
704,974,2024-03-22,29.3,Canceled,PayPal,254
705,976,2023-03-23,181.1,Canceled,Credit Card,817
706,304,2024-12-03,24.32,Processing,PayPal,654
707,21,2024-07-15,166.47,Processing,Credit Card,403
708,640,2023-06-16,139.56,Processing,PayPal,106
709,583,2024-05-03,152.7,Canceled,PayPal,227
710,678,2025-01-21,127.49,Processing,Credit Card,104
711,222,2024-10-06,172.01,Completed,PayPal,699
712,944,2023-05-21,153.37,Processing,Credit Card,591
713,451,2024-01-13,30.96,Canceled,Credit Card,68
714,3,2023-11-22,184.57,Canceled,Credit Card,874
715,534,2024-12-04,43.86,Canceled,Credit Card,431
716,470,2023-07-17,118.22,Processing,Credit Card,201
717,540,2023-11-28,34.73,Completed,Credit Card,857
718,351,2023-08-22,171.1,Processing,Credit Card,886
719,446,2023-12-22,132.1,Completed,PayPal,690
720,424,2024-06-04,124.13,Canceled,Credit Card,316
721,210,2024-11-03,148.4,Completed,Credit Card,906
722,197,2024-11-17,60.47,Completed,Credit Card,97
723,960,2024-04-22,192.82,Processing,Credit Card,874
724,464,2023-09-06,96.13,Completed,PayPal,647
725,178,2023-10-14,169.89,Canceled,Credit Card,130
726,156,2025-01-24,87.32,Completed,Credit Card,129
727,65,2024-12-16,130.29,Canceled,PayPal,728
728,384,2025-03-04,179.85,Processing,PayPal,956
729,920,2024-09-30,50.2,Completed,PayPal,58
730,410,2024-01-30,88.44,Canceled,PayPal,805
731,748,2024-12-09,29.47,Processing,Credit Card,639
732,806,2024-07-13,46.37,Processing,Credit Card,433
733,413,2024-05-12,30.21,Completed,PayPal,770
734,499,2024-06-03,196.82,Processing,PayPal,310
735,73,2023-06-06,52.64,Canceled,Credit Card,73
736,120,2023-04-19,26.24,Processing,PayPal,123
737,316,2023-05-30,99.42,Canceled,PayPal,1000
738,164,2023-07-17,193.6,Canceled,PayPal,94
739,530,2023-07-23,104.97,Processing,Credit Card,424
740,794,2023-10-14,23.08,Canceled,PayPal,16
741,619,2023-12-23,129.55,Processing,PayPal,417
742,527,2023-09-28,155.25,Canceled,PayPal,731
743,774,2023-12-24,2.64,Canceled,Credit Card,575
744,72,2025-02-20,38.26,Completed,PayPal,410
745,348,2023-11-06,32.69,Processing,Credit Card,662
746,501,2024-02-10,191.77,Completed,PayPal,200
747,749,2024-04-08,147.32,Processing,Credit Card,110
748,443,2024-03-23,28.6,Completed,Credit Card,145
749,420,2023-11-20,7.54,Canceled,Credit Card,267
750,523,2025-01-27,194.14,Processing,PayPal,668
751,21,2023-05-07,61.82,Canceled,PayPal,460
752,154,2024-08-12,179.48,Canceled,PayPal,324
753,708,2023-10-03,8.53,Completed,PayPal,659
754,578,2023-09-04,33.2,Canceled,Credit Card,290
755,364,2023-05-30,34.53,Processing,Credit Card,242
756,506,2024-04-17,150.24,Canceled,PayPal,414
757,388,2023-06-16,20.48,Completed,Credit Card,310
758,112,2024-04-29,197.48,Canceled,Credit Card,343
759,863,2023-06-28,136.41,Completed,Credit Card,224
760,94,2025-02-12,44.27,Processing,PayPal,835
761,214,2024-05-08,19.99,Canceled,PayPal,237
762,484,2025-03-13,59.28,Completed,Credit Card,174
763,65,2024-11-30,27.04,Canceled,Credit Card,305
764,606,2023-05-02,46.72,Processing,PayPal,694
765,678,2024-03-30,96.4,Canceled,Credit Card,371
766,277,2024-08-24,99.79,Processing,Credit Card,90
767,586,2025-01-27,85.98,Canceled,PayPal,241
768,666,2023-08-03,97.42,Processing,Credit Card,33
769,349,2023-06-10,198.29,Canceled,PayPal,801
770,933,2023-12-16,145.67,Completed,PayPal,673
771,846,2024-12-19,136.2,Canceled,Credit Card,82
772,135,2024-03-29,99.34,Completed,Credit Card,792
773,30,2024-09-21,73.33,Canceled,PayPal,567
774,686,2024-04-24,36.61,Completed,PayPal,196
775,204,2025-02-24,55.26,Processing,Credit Card,418
776,35,2023-06-05,159.8,Canceled,PayPal,269
777,653,2023-04-06,85.99,Processing,PayPal,176
778,321,2024-04-26,73.66,Canceled,Credit Card,889
779,899,2023-09-16,47.28,Canceled,Credit Card,641
780,666,2025-01-08,10.71,Processing,Credit Card,870
781,777,2024-02-03,55.57,Canceled,PayPal,383
782,809,2023-06-13,44.75,Canceled,Credit Card,907
783,89,2023-09-04,41.41,Completed,PayPal,103
784,754,2023-11-05,19.56,Completed,PayPal,649
785,385,2025-01-05,39.09,Canceled,Credit Card,464
786,551,2024-07-03,14.5,Canceled,PayPal,561
787,825,2023-06-11,85.21,Canceled,Credit Card,542
788,952,2024-05-29,165.61,Canceled,PayPal,903
789,260,2024-04-19,157.27,Processing,PayPal,29
790,990,2023-05-12,98.22,Completed,Credit Card,107
791,254,2025-01-06,68.14,Canceled,PayPal,976
792,177,2024-01-23,101.49,Processing,PayPal,658
793,797,2023-06-24,184.81,Completed,PayPal,688
794,735,2024-03-24,191.55,Completed,Credit Card,279
795,389,2024-10-26,151.98,Canceled,PayPal,73
796,660,2024-07-09,112.27,Completed,Credit Card,452
797,927,2023-04-08,160.69,Processing,Credit Card,99
798,254,2024-12-06,135.08,Canceled,Credit Card,754
799,244,2024-08-13,132.58,Canceled,Credit Card,110
800,29,2023-10-17,77.17,Processing,PayPal,602
801,844,2024-03-25,154.56,Processing,PayPal,149
802,633,2025-01-05,132.69,Completed,PayPal,722
803,80,2024-10-10,59.33,Canceled,PayPal,993
804,350,2023-11-22,138.79,Processing,PayPal,847
805,467,2024-08-13,67.69,Completed,Credit Card,500
806,515,2025-02-12,145.99,Completed,Credit Card,692
807,457,2024-05-26,38.94,Processing,Credit Card,884
808,372,2024-01-22,88.16,Canceled,PayPal,718
809,147,2023-10-31,63.28,Canceled,Credit Card,781
810,414,2023-03-25,81.7,Completed,Credit Card,215
811,927,2025-03-18,101.63,Completed,Credit Card,778
812,539,2024-02-05,15.09,Processing,PayPal,887
813,498,2023-07-23,135.38,Canceled,Credit Card,858
814,257,2025-01-11,82.05,Canceled,Credit Card,154
815,787,2024-07-28,109.44,Processing,Credit Card,861
816,805,2024-05-22,159.37,Processing,PayPal,99
817,563,2024-09-10,136.64,Completed,PayPal,183
818,476,2024-11-16,107.19,Completed,Credit Card,743
819,855,2024-07-11,41.0,Canceled,PayPal,191
820,943,2024-05-22,6.98,Completed,PayPal,806
821,457,2024-08-07,39.61,Completed,Credit Card,727
822,198,2024-12-12,141.41,Processing,PayPal,954
823,786,2024-03-05,146.67,Completed,PayPal,393
824,327,2023-03-29,141.61,Processing,PayPal,173
825,227,2023-05-20,21.16,Completed,Credit Card,212
826,531,2024-08-25,134.15,Processing,Credit Card,517
827,441,2024-01-11,172.55,Processing,PayPal,112
828,492,2023-11-01,156.31,Completed,PayPal,914
829,762,2024-11-03,74.47,Completed,Credit Card,210
830,676,2024-09-26,186.23,Completed,PayPal,261
831,611,2023-09-18,52.33,Completed,PayPal,996
832,59,2024-07-15,131.71,Completed,Credit Card,997
833,523,2023-10-07,80.89,Processing,PayPal,862
834,682,2023-08-10,46.07,Canceled,Credit Card,593
835,829,2023-04-15,151.51,Processing,PayPal,229
836,604,2025-03-12,113.04,Completed,PayPal,657
837,480,2024-10-18,54.56,Completed,Credit Card,527
838,475,2024-02-28,187.48,Canceled,PayPal,888
839,274,2024-01-21,19.48,Processing,PayPal,514
840,325,2024-05-29,114.4,Canceled,Credit Card,722
841,501,2023-09-23,169.88,Completed,PayPal,58
842,922,2024-04-02,41.14,Processing,Credit Card,852
843,133,2024-05-23,115.37,Completed,PayPal,3
844,849,2024-04-17,61.19,Canceled,Credit Card,305
845,122,2023-10-14,104.07,Completed,Credit Card,808
846,176,2024-11-19,136.68,Canceled,PayPal,303
847,935,2025-01-05,59.41,Completed,Credit Card,369
848,793,2023-10-26,123.36,Completed,Credit Card,871
849,186,2024-08-31,39.11,Processing,PayPal,142
850,567,2024-06-01,193.82,Processing,PayPal,641
851,835,2023-11-06,92.2,Processing,PayPal,209
852,537,2024-06-27,164.25,Processing,PayPal,216
853,862,2024-08-17,147.91,Canceled,PayPal,303
854,354,2024-05-26,32.45,Processing,Credit Card,599
855,161,2023-10-30,119.63,Processing,Credit Card,200
856,10,2024-05-04,103.4,Processing,Credit Card,652
857,619,2023-07-10,91.89,Canceled,Credit Card,734
858,267,2024-12-15,72.47,Processing,Credit Card,52
859,219,2023-12-20,34.47,Processing,Credit Card,704
860,625,2024-08-19,100.17,Canceled,Credit Card,837
861,594,2023-05-07,52.34,Processing,PayPal,906
862,195,2023-05-02,55.06,Completed,PayPal,868
863,919,2024-07-01,2.95,Processing,Credit Card,422
864,506,2024-01-16,38.38,Canceled,PayPal,246
865,297,2024-03-14,40.26,Processing,PayPal,98
866,262,2024-04-01,21.83,Processing,PayPal,396
867,874,2024-11-19,185.87,Completed,Credit Card,867
868,997,2024-05-13,3.03,Canceled,PayPal,29
869,419,2024-02-09,80.92,Processing,PayPal,78
870,471,2023-09-11,164.69,Completed,PayPal,435
871,997,2025-01-21,135.63,Canceled,PayPal,854
872,459,2024-04-18,89.76,Processing,Credit Card,287
873,210,2024-01-15,89.41,Processing,Credit Card,325
874,557,2023-11-17,125.38,Completed,PayPal,774
875,487,2024-06-20,192.56,Processing,Credit Card,329
876,588,2023-10-07,93.91,Processing,Credit Card,262
877,631,2023-07-31,96.88,Processing,PayPal,343
878,598,2024-04-05,80.36,Canceled,PayPal,210
879,96,2023-10-21,61.94,Canceled,Credit Card,179
880,141,2024-09-28,88.74,Processing,PayPal,888
881,149,2024-06-22,39.24,Processing,PayPal,715
882,218,2024-01-13,39.77,Processing,Credit Card,26
883,662,2024-08-07,9.93,Completed,PayPal,767
884,180,2024-04-19,81.36,Processing,PayPal,785
885,455,2025-01-09,73.14,Canceled,Credit Card,586
886,490,2023-03-31,175.73,Canceled,PayPal,808
887,798,2024-07-04,157.36,Processing,Credit Card,556
888,441,2024-09-16,108.0,Completed,PayPal,989
889,337,2024-04-18,111.18,Canceled,PayPal,935
890,651,2024-07-09,118.47,Processing,Credit Card,192
891,146,2023-11-12,182.08,Canceled,Credit Card,833
892,656,2024-01-16,198.81,Canceled,Credit Card,319
893,567,2023-08-08,151.22,Canceled,Credit Card,388
894,181,2023-06-22,153.6,Canceled,PayPal,581
895,553,2023-11-22,149.81,Processing,PayPal,53
896,776,2024-07-04,103.23,Canceled,PayPal,347
897,857,2024-02-12,102.96,Processing,PayPal,896
898,516,2023-11-26,197.41,Completed,Credit Card,374
899,221,2025-01-25,117.47,Canceled,Credit Card,923
900,110,2024-12-06,77.99,Canceled,PayPal,149
901,185,2024-02-26,90.65,Completed,Credit Card,271
902,717,2024-06-02,87.03,Completed,Credit Card,358
903,796,2024-03-25,127.32,Processing,PayPal,208
904,558,2024-10-17,173.47,Canceled,PayPal,959
905,188,2023-10-23,68.67,Processing,PayPal,129
906,494,2024-06-02,163.56,Processing,Credit Card,618
907,680,2023-04-08,182.86,Canceled,PayPal,177
908,2,2023-11-20,107.48,Completed,Credit Card,498
909,154,2024-02-21,6.34,Completed,PayPal,284
910,823,2023-06-18,4.95,Canceled,Credit Card,564
911,463,2024-09-30,107.29,Processing,Credit Card,713
912,438,2024-01-04,44.33,Completed,Credit Card,25
913,406,2024-12-08,125.04,Canceled,Credit Card,904
914,377,2023-09-18,118.32,Canceled,Credit Card,964
915,377,2024-10-03,111.12,Processing,Credit Card,360
916,995,2023-07-18,179.22,Processing,PayPal,363
917,523,2024-01-02,117.58,Completed,PayPal,572
918,763,2023-09-26,38.51,Completed,Credit Card,644
919,93,2023-11-24,9.4,Canceled,Credit Card,618
920,278,2023-04-10,65.89,Processing,Credit Card,702
921,485,2024-10-06,116.09,Processing,PayPal,42
922,487,2024-07-24,170.06,Canceled,PayPal,811
923,652,2024-03-09,23.15,Completed,PayPal,743
924,690,2024-12-20,123.02,Canceled,Credit Card,386
925,25,2024-06-13,34.02,Processing,PayPal,718
926,248,2024-05-16,141.29,Canceled,PayPal,720
927,123,2024-07-09,172.9,Canceled,Credit Card,991
928,613,2024-01-22,85.72,Completed,Credit Card,854
929,84,2024-12-09,11.63,Completed,PayPal,99
930,962,2024-06-13,165.98,Canceled,PayPal,104
931,944,2024-10-11,39.14,Processing,PayPal,555
932,872,2023-12-24,37.8,Canceled,PayPal,188
933,539,2023-09-07,61.4,Processing,Credit Card,67
934,659,2025-01-31,44.78,Processing,Credit Card,984
935,851,2023-11-27,65.29,Processing,Credit Card,870
936,435,2023-10-31,115.41,Processing,Credit Card,769
937,722,2023-11-24,17.01,Completed,Credit Card,157
938,380,2023-03-20,89.49,Completed,Credit Card,936
939,534,2023-09-14,68.75,Completed,PayPal,239
940,937,2025-02-07,169.76,Canceled,PayPal,816
941,442,2023-11-15,42.75,Completed,Credit Card,929
942,319,2023-04-18,49.0,Completed,PayPal,227
943,79,2023-08-04,161.18,Canceled,PayPal,446
944,596,2025-02-25,78.32,Processing,PayPal,86
945,981,2024-09-27,163.51,Completed,PayPal,922
946,266,2023-04-14,55.82,Canceled,Credit Card,638
947,308,2023-12-02,17.31,Completed,PayPal,151
948,562,2024-10-06,40.32,Completed,PayPal,742
949,415,2025-01-31,47.75,Completed,PayPal,423
950,833,2023-10-30,199.69,Processing,Credit Card,592
951,722,2023-05-26,26.43,Completed,PayPal,964
952,180,2023-08-29,191.39,Processing,Credit Card,651
953,776,2024-08-22,117.86,Canceled,Credit Card,449
954,717,2024-04-04,164.86,Completed,PayPal,631
955,117,2024-03-29,90.99,Processing,PayPal,142
956,255,2023-12-31,113.79,Canceled,PayPal,978
957,825,2024-09-01,44.48,Processing,Credit Card,193
958,749,2023-10-28,119.08,Processing,PayPal,262
959,472,2024-02-05,14.74,Canceled,PayPal,544
960,39,2024-10-02,166.89,Completed,PayPal,818
961,909,2024-10-10,74.81,Canceled,Credit Card,678
962,497,2025-01-03,99.43,Completed,PayPal,514
963,369,2023-12-05,182.99,Processing,Credit Card,263
964,87,2024-05-10,31.28,Completed,Credit Card,330
965,195,2024-02-08,80.21,Processing,Credit Card,15
966,901,2024-08-07,90.94,Processing,PayPal,886
967,164,2024-04-26,51.33,Completed,Credit Card,514
968,6,2023-12-24,33.1,Canceled,PayPal,573
969,174,2024-07-15,15.56,Processing,PayPal,774
970,576,2023-10-06,91.19,Processing,PayPal,493
971,905,2024-07-29,19.59,Processing,Credit Card,932
972,701,2023-09-26,175.81,Processing,PayPal,682
973,645,2024-05-27,76.86,Completed,PayPal,477
974,443,2023-10-02,185.52,Canceled,Credit Card,132
975,284,2024-05-17,58.05,Completed,Credit Card,895
976,485,2023-05-10,68.66,Completed,PayPal,381
977,641,2024-03-07,12.46,Canceled,Credit Card,1000
978,346,2024-01-05,101.69,Canceled,PayPal,559
979,105,2023-09-02,98.74,Processing,Credit Card,878
980,805,2024-12-26,49.68,Completed,PayPal,899
981,244,2024-02-24,178.94,Canceled,Credit Card,147
982,314,2025-03-08,160.56,Canceled,PayPal,35
983,849,2023-06-11,24.1,Processing,Credit Card,187
984,996,2023-06-14,95.2,Canceled,PayPal,153
985,889,2023-12-06,2.0,Completed,Credit Card,649
986,726,2025-03-13,22.31,Completed,Credit Card,207
987,421,2023-09-08,198.19,Canceled,PayPal,963
988,928,2023-05-01,126.11,Canceled,PayPal,967
989,804,2023-04-09,101.68,Completed,Credit Card,751
990,838,2023-04-03,63.61,Completed,Credit Card,859
991,773,2025-03-08,197.9,Processing,Credit Card,539
992,795,2023-11-22,195.69,Processing,PayPal,75
993,456,2023-06-17,31.2,Canceled,Credit Card,821
994,991,2023-12-30,93.45,Processing,Credit Card,610
995,11,2024-10-12,94.66,Completed,Credit Card,493
996,278,2025-01-11,16.25,Completed,Credit Card,101
997,914,2023-09-09,51.62,Completed,PayPal,203
998,865,2025-01-10,70.06,Completed,PayPal,370
999,512,2023-11-04,39.78,Completed,Credit Card,782
1000,359,2024-03-11,154.23,Completed,Credit Card,191
